Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,On Report,Sin Bins,Send Offs,Stint One,Stint Two
12,Dragons,Matthew Dufty,1,Fullback,80,8,2,0,0,0,0,0,58,13,156,16,31,0,2,1,0,5,0,12,3.56,0,0,0,0,2,17,32,1.31,0.5,1,1,0,0,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,80,0
12,Dragons,Jordan Pereira,2,Winger,80,0,0,0,0,0,0,0,44,20,236,0,58,1,0,0,0,5,0,16,2.98,1,3,0,0,0,4,20,0.2,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
12,Dragons,Euan Aitken,3,Centre,74,4,1,0,0,0,0,0,69,18,216,0,79,2,0,1,0,5,1,15,2.7,4,46,0,0,0,3,18,0.17,1.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0
12,Dragons,Zac Lomax,4,Centre,80,4,0,2,5,0,0.4,0,15,13,118,0,45,0,0,0,0,2,0,10,3.86,1,13,0,0,0,8,21,0.62,0.75,12,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,80,0
12,Dragons,Mikaele Ravalawa,5,Winger,80,4,1,0,0,0,0,0,31,16,141,57,44,0,0,0,0,1,0,15,4.03,0,0,0,0,0,1,17,0.06,1.0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
12,Dragons,Corey Norman,6,Five-Eighth,80,0,0,0,0,0,0,0,35,9,104,0,9,0,0,1,0,2,0,4,3.24,0,0,0,0,4,46,56,5.11,0.895,17,1,1,0,0,4,79,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,80,0
12,Dragons,Ben Hunt,7,Halfback,80,0,0,0,0,0,0,0,67,8,56,17,7,0,0,1,0,2,0,3,5.51,0,0,0,0,4,50,68,6.25,0.92,23,1,1,0,0,16,563,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,80,0
12,Dragons,Blake Lawrie,8,Prop,44,0,0,0,0,0,0,0,39,11,111,64,43,0,0,0,0,0,5,11,3.37,0,0,0,0,0,3,14,0.27,0.9440000000000001,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26,17
12,Dragons,Cameron McInnes,9,Hooker,80,0,0,0,0,0,0,0,54,10,59,0,19,0,0,0,0,1,4,5,2.48,3,17,0,0,0,99,106,9.9,0.9490000000000001,56,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,80,0
12,Dragons,Paul Vaughan,10,Prop,61,0,0,0,0,0,0,0,46,19,163,0,83,0,0,0,0,0,19,19,3.7,0,0,0,0,0,4,23,0.21,0.905,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15
