Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,On Report,Sin Bins,Send Offs,Stint One,Stint Two
20,Broncos,Darius Boyd,1,Fullback,80,4,1,0,0,0,0,0,47,16,127,43,29,1,0,0,0,3,0,8,3.05,3,35,0,0,0,29,42,1.81,0.9,9,0,1,0,4,2,32,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,80,0
20,Broncos,Xavier Coates,2,Winger,80,0,0,0,0,0,0,0,23,12,87,7,21,2,0,0,0,1,0,13,3.41,0,0,0,0,0,0,17,0,0.7140000000000001,5,2,0,0,4,2,38,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,80,0
20,Broncos,Jesse Arthars,3,Centre,80,0,0,0,0,0,0,0,45,8,105,0,26,1,0,0,0,4,0,5,2.74,0,0,0,0,1,8,15,1,0.9640000000000001,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,80,0
20,Broncos,Herbie Farnworth,4,Centre,80,0,0,0,0,0,0,0,26,15,159,8,79,0,0,0,0,2,1,14,2.9,0,0,0,0,0,4,20,0.27,0.889,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,80,0
20,Broncos,Richard Kennar,5,Winger,66,0,0,0,0,0,0,0,13,8,58,0,25,0,0,0,0,0,1,8,2.8,0,0,0,0,0,3,11,0.38,0.9,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,65,0
20,Broncos,Kotoni Staggs,6,Five-Eighth,10,2,0,1,1,0,1.0,0,6,1,6,0,2,0,0,0,0,0,0,1,3.96,0,0,0,0,0,0,1,0,0.857,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
20,Broncos,Tom Dearden,7,Halfback,80,0,0,0,0,0,0,0,51,6,40,0,11,0,1,2,0,1,0,3,3.36,0,0,0,1,2,28,49,4.67,1.0,12,0,0,0,0,15,447,0,6,1,0,0,1,0,2,1,0,0,0,0,0,0,80,0
20,Broncos,Joe Ofahengaue,8,Prop,45,0,0,0,0,0,0,0,42,13,133,27,61,0,0,0,0,2,11,12,3.09,0,0,0,1,0,0,13,0,0.92,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21
20,Broncos,Issac Luke,9,Hooker,56,2,0,1,2,0,0.5,0,42,5,46,0,14,0,1,0,0,1,0,4,3.72,5,46,0,0,1,73,76,14.6,0.938,30,1,1,0,0,1,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,0
20,Broncos,Payne Haas,10,Prop,59,4,1,0,0,0,0,0,55,12,115,0,59,0,0,0,0,2,12,11,3.29,0,0,0,0,0,0,13,0,1.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,28,29
