Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,On Report,Sin Bins,Send Offs,Stint One,Stint Two
8,Storm,Ryan Papenhuyzen,1,Fullback,85,1,0,0,0,0,0,1,31,21,195,36,86,0,0,0,0,1,0,19,3.93,4,38,0,0,2,17,42,0.81,0.8,4,0,1,0,4,2,47,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,85,0
8,Storm,Suliasi Vunivalu,2,Winger,85,0,0,0,0,0,0,0,14,6,86,57,31,0,0,0,0,2,1,6,4.12,0,0,0,0,0,4,11,0.67,0.769,10,3,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,85,0
8,Storm,Justin Olam,3,Centre,85,0,0,0,0,0,0,0,22,14,111,0,47,0,0,0,0,1,1,13,3.58,3,23,0,1,0,5,20,0.36,0.8240000000000001,14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,85,0
8,Storm,Paul Momirovski,4,Centre,85,4,1,0,0,0,0,0,40,11,86,0,35,0,0,0,0,4,0,9,3.77,0,0,0,0,0,1,15,0.09,0.818,18,2,2,0,0,1,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,85,0
8,Storm,Josh Addo-Carr,5,Winger,85,4,1,0,0,0,0,0,25,16,151,14,36,0,0,0,0,0,2,14,4.05,2,16,0,1,0,0,20,0,0.5,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,85,0
8,Storm,Ryley Jacks,6,Interchange,32,0,0,0,0,0,0,0,9,2,20,0,10,0,0,0,0,0,0,2,2.76,0,0,0,0,1,3,8,1.5,1.0,4,0,0,0,0,3,75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0
8,Storm,Jahrome Hughes,7,Halfback,85,8,2,0,0,0,0,0,70,11,121,0,22,1,0,1,0,3,0,6,4.67,0,0,0,0,1,26,46,2.36,0.759,22,4,3,0,0,11,242,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,85,0
8,Storm,Jesse Bromwich,8,Prop,41,0,0,0,0,0,0,0,35,14,111,0,47,0,0,0,0,0,13,13,3.24,0,0,0,0,1,4,17,0.29,0.929,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15
8,Storm,Cameron Smith,9,Five-Eighth,85,10,0,4,4,1,1.0,0,52,14,69,4,9,0,0,0,0,0,1,4,3.69,2,16,0,3,4,98,107,7,0.885,23,1,2,0,0,6,188,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,85,0
8,Storm,Christian Welch,10,Prop,27,0,0,0,0,0,0,0,22,9,76,12,33,0,0,0,0,0,7,6,3.28,0,0,0,0,0,2,10,0.22,0.85,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7
8,Storm,Felise Kaufusi,11,2nd,72,0,0,0,0,0,0,0,34,12,78,0,36,0,0,0,0,0,12,12,3.21,0,0,0,0,0,2,15,0.17,0.892,33,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,52,19
8,Storm,Kenneath Bromwich,12,2nd,85,0,0,0,0,0,0,0,45,9,72,0,29,0,0,0,0,1,7,7,3.53,1,6,0,1,0,7,15,0.78,0.902,37,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0
8,Storm,Dale Finucane,13,Lock,66,0,0,0,0,0,0,0,33,17,132,27,48,0,0,0,0,1,13,13,3.13,0,0,0,1,1,9,24,0.53,0.818,27,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,32
8,Storm,Brandon Smith,14,Hooker,75,0,0,0,0,0,0,0,59,16,146,0,65,0,0,0,0,2,10,14,2.87,6,47,0,0,3,63,78,3.94,0.865,45,4,3,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18
8,Storm,Tino Faasuamaleaui,15,Interchange,40,0,0,0,0,0,0,0,36,14,114,0,59,0,0,0,0,1,14,14,3.27,0,0,0,0,1,1,15,0.07,0.897,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
8,Storm,Tom Eisenhuth,16,Interchange,35,0,0,0,0,0,0,0,39,7,54,0,24,0,0,1,0,0,7,6,2.61,0,0,0,1,0,1,8,0.14,0.9390000000000001,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3
