Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,On Report,Sin Bins,Send Offs,Stint One,Stint Two
17,Broncos,Darius Boyd,1,Fullback,80,0,0,0,0,0,0,0,27,13,75,22,20,0,1,1,0,0,0,11,3.71,6,38,0,0,0,23,36,1.77,1.0,12,0,0,0,1,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0
17,Broncos,Corey Oates,2,Winger,80,0,0,0,0,0,0,0,16,14,123,48,60,0,0,0,0,0,0,14,2.86,0,0,0,0,0,1,14,0.07,0.8,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
17,Broncos,Kotoni Staggs,3,Centre,80,8,1,2,2,0,1.0,0,61,14,128,6,36,2,0,0,0,6,0,7,2.89,0,0,0,1,0,3,17,0.21,0.833,20,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,80,0
17,Broncos,Herbie Farnworth,4,Centre,80,0,0,0,0,0,0,0,29,13,82,7,38,0,0,0,0,3,2,11,2.84,0,0,0,0,0,3,14,0.23,0.929,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
17,Broncos,Richard Kennar,5,Winger,80,0,0,0,0,0,0,0,33,12,84,0,31,0,0,0,0,5,0,14,3.1,2,12,0,2,0,1,18,0.08,0.5,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
17,Broncos,Sean O'Sullivan,6,Five-Eighth,80,0,0,0,0,0,0,0,32,9,80,12,25,0,0,0,0,1,0,6,3.28,0,0,0,0,5,12,27,1.33,0.7709999999999999,27,7,1,0,0,8,250,1,1,0,0,0,1,0,1,1,0,2,1,0,0,0,80,0
17,Broncos,Tom Dearden,7,Halfback,80,0,0,0,0,0,0,0,31,8,36,0,0,0,1,0,0,0,0,2,4.12,0,0,0,0,2,23,36,2.88,0.8,24,6,0,0,0,10,366,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,80,0
17,Broncos,Payne Haas,8,Prop,80,0,0,0,0,0,0,0,93,19,180,19,93,0,0,0,0,5,17,17,3.21,0,0,0,0,0,2,21,0.11,1.0,61,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,80,0
17,Broncos,Issac Luke,9,Hooker,51,0,0,0,0,0,0,0,52,4,35,0,11,0,0,0,0,1,0,3,2.25,4,35,0,1,1,69,76,17.25,0.973,36,1,0,0,0,4,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21
17,Broncos,Rhys Kennedy,10,Prop,34,0,0,0,0,0,0,0,34,7,50,12,18,0,0,0,0,0,6,6,3.37,0,0,0,1,0,1,8,0.14,0.9390000000000001,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13
