Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,On Report,Sin Bins,Send Offs,Stint One,Stint Two
23,Storm,Ryan Papenhuyzen,1,Fullback,80,4,1,0,0,0,0,0,50,17,165,70,24,0,0,1,0,3,0,11,4.45,0,0,0,0,2,19,35,1.12,0.833,5,1,0,0,1,2,29,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,80,0
23,Storm,Suliasi Vunivalu,2,Winger,80,4,1,0,0,0,0,0,58,12,138,5,40,1,0,1,0,7,2,11,4.05,0,0,0,0,0,2,13,0.17,0.8,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
23,Storm,Brenko Lee,3,Centre,80,0,0,0,0,0,0,0,23,10,80,4,38,0,0,0,0,0,0,10,3.64,0,0,0,0,0,2,12,0.2,0.95,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,80,0
23,Storm,Justin Olam,4,Centre,80,4,1,0,0,0,0,0,22,9,81,0,26,0,0,0,0,1,2,9,3.3,2,18,0,0,0,0,10,0,0.619,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
23,Storm,Josh Addo-Carr,5,Winger,80,0,0,0,0,0,0,0,42,8,91,4,18,1,0,1,0,6,0,5,4s,1,3,0,0,0,2,11,0.25,0.7,7,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,80,0
23,Storm,Cameron Munster,6,Five-Eighth,80,0,0,0,0,0,0,0,34,8,69,0,21,0,0,0,0,2,0,6,4.05,1,9,0,0,4,24,36,3,0.7140000000000001,20,5,3,0,0,5,209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
23,Storm,Jahrome Hughes,7,Halfback,80,0,0,0,0,0,0,0,52,7,67,0,11,0,2,2,0,2,0,3,3.16,0,0,0,1,1,22,37,3.14,0.909,10,1,0,0,0,9,287,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0
23,Storm,Jesse Bromwich,8,Prop,47,4,1,0,0,0,0,0,38,12,99,0,34,1,0,0,0,1,12,10,3.09,0,0,0,1,0,4,16,0.33,0.875,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18
23,Storm,Cameron Smith,9,Hooker,75,10,0,4,5,1,0.8332999999999999,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,103,0,0.968,30,1,0,0,1,5,118,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,74,0
23,Storm,Christian Welch,10,Prop,48,0,0,0,0,0,0,0,42,13,119,16,40,0,0,0,0,2,12,12,4.18,0,0,0,1,1,4,17,0.31,0.935,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,17
