Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,On Report,Sin Bins,Send Offs,Stint One,Stint Two
18,Wests Tigers,David Nofoaluma,2,Winger,80,0,0,0,0,0,0,0,36,24,167,13,74,0,0,1,0,2,2,18,2.97,0,0,0,3,0,4,29,0.17,1.0,3,0,0,0,2,1,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80,0
18,Wests Tigers,Adam Doueihi,4,Fullback,80,8,0,4,4,0,1.0,0,37,16,153,42,65,0,0,0,0,2,1,15,3.05,1,7,0,1,4,10,29,0.63,1.0,4,0,0,0,2,2,56,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,80,0
18,Wests Tigers,Asu Kepaoa,5,Winger,80,4,1,0,0,0,0,0,30,10,115,30,31,1,0,0,0,2,1,9,2.88,0,0,0,0,1,6,20,0.6,0.778,7,1,1,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,80,0
18,Wests Tigers,Benji Marshall,6,Five-Eighth,80,0,0,0,0,0,0,0,52,13,82,0,8,0,3,2,0,0,0,3,3.48,1,14,0,0,4,38,47,2.92,0.958,23,1,0,0,0,6,141,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,80,0
18,Wests Tigers,Luke Brooks,7,Halfback,71,4,1,0,0,0,0,0,29,11,89,0,31,0,0,0,0,1,0,6,2.86,1,5,0,0,11,51,69,4.64,0.667,8,3,1,0,0,11,266,1,5,2,0,0,0,0,0,0,0,1,0,0,1,0,71,0
18,Wests Tigers,Josh Aloiai,8,Prop,40,0,0,0,0,0,0,0,34,9,96,21,51,0,0,0,0,1,7,9,3.18,0,0,0,0,0,0,9,0,1.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,11
18,Wests Tigers,Harry Grant,9,Hooker,80,0,0,0,0,0,0,0,64,12,101,3,25,0,1,1,0,0,3,7,4.47,7,74,0,1,2,103,111,8.58,0.941,48,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,80,0
18,Wests Tigers,Thomas Mikaele,10,Prop,37,0,0,0,0,0,0,0,38,7,76,11,40,0,0,0,0,0,6,6,3.63,0,0,0,1,0,0,7,0,1.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8
18,Wests Tigers,Luke Garner,11,2nd,70,4,1,0,0,0,0,0,59,8,56,0,27,1,0,0,0,3,8,7,2.79,0,0,0,0,0,2,11,0.25,0.929,39,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68,0
18,Wests Tigers,Luciano Leilua,12,2nd,80,0,0,0,0,0,0,0,54,16,138,0,76,0,0,0,0,4,16,12,2.74,0,0,0,2,0,4,20,0.25,0.966,28,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,80,0
