Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,On Report,Sin Bins,Send Offs,Stint One,Stint Two
16,Eels,Clinton Gutherson,1,Fullback,80,0,0,0,0,0,0,0,39,16,196,109,59,0,0,0,0,2,0,13,3.44,1,7,0,2,6,20,36,1.25,0.769,10,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,80,0
16,Eels,Maika Sivo,2,Winger,80,0,0,0,0,0,0,0,15,18,170,61,78,0,0,0,0,2,0,17,3.3,0,0,0,0,0,0,20,0,0.4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,80,0
16,Eels,Michael Jennings,3,Centre,80,0,0,0,0,0,0,0,34,17,158,0,78,0,0,0,0,3,0,14,3.07,0,0,0,2,2,7,25,0.41,0.722,13,2,3,0,0,1,21,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,80,0
16,Eels,Waqa Blake,4,Centre,80,0,0,0,0,0,0,0,17,5,48,0,20,0,0,0,0,1,0,4,4.37,0,0,0,1,0,1,6,0.2,0.737,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
16,Eels,Blake Ferguson,5,Winger,80,0,0,0,0,0,0,0,17,14,130,12,68,0,0,0,0,1,0,14,2.75,0,0,0,0,1,5,19,0.36,0.7140000000000001,5,1,1,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,80,0
16,Eels,Dylan Brown,6,Five-Eighth,55,0,0,0,0,0,0,0,37,9,84,0,34,0,0,0,0,2,0,5,2.6,2,19,0,0,6,36,44,4,0.909,20,1,1,0,0,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,0
16,Eels,Mitchell Moses,7,Halfback,80,0,0,0,0,0,0,0,50,9,64,0,15,0,0,0,0,0,0,3,3.29,0,0,0,1,4,34,53,3.78,0.743,26,5,4,0,0,15,497,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,80,0
16,Eels,Reagan Campbell-Gillard,8,Prop,56,0,0,0,0,0,0,0,41,14,132,13,65,0,0,0,0,0,13,14,3.41,0,0,0,0,0,1,15,0.07,0.905,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,24
16,Eels,Reed Mahoney,9,Hooker,52,0,0,0,0,0,0,0,51,3,13,0,5,0,0,0,0,0,2,3,3.61,1,0,0,0,1,66,70,22,0.981,51,1,0,0,0,1,22,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,48,3
16,Eels,Junior Paulo,10,Prop,50,0,0,0,0,0,0,0,46,11,98,0,53,0,0,0,0,1,11,10,3.53,0,0,0,1,0,4,15,0.36,0.895,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
