Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,On Report,Sin Bins,Send Offs,Stint One,Stint Two
19,Rabbitohs,Corey Allan,1,Fullback,80,0,0,0,0,0,0,0,41,14,189,100,65,1,1,1,0,3,0,14,3.81,0,0,0,0,0,10,24,0.71,0.6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
19,Rabbitohs,Alex Johnston,2,Winger,80,4,1,0,0,0,0,0,43,9,134,63,20,3,0,0,0,2,0,7,2.91,2,15,0,1,1,1,15,0.11,1.0,1,0,0,0,2,1,33,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,80,0
19,Rabbitohs,Campbell Graham,3,Centre,80,4,1,0,0,0,0,0,60,17,183,0,58,1,0,0,0,4,2,12,3.24,0,0,0,2,1,3,20,0.18,0.88,22,2,1,0,0,1,18,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,80,0
19,Rabbitohs,Steven Marsters,4,Centre,30,0,0,0,0,0,0,0,10,7,45,0,17,0,0,0,0,1,0,6,2.8,0,0,0,1,0,1,7,0.14,0.75,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
19,Rabbitohs,Jaxson Paulo,5,Winger,80,4,1,0,0,0,0,0,46,12,141,67,45,2,0,0,0,3,0,11,3.16,0,0,0,0,0,2,16,0.17,1.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,80,0
19,Rabbitohs,Cody Walker,6,Five-Eighth,80,0,0,0,0,0,0,0,49,16,149,0,39,0,3,2,0,4,0,5,2.25,0,0,0,0,5,45,52,2.81,0.778,21,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,80,0
19,Rabbitohs,Adam Reynolds,7,Halfback,80,4,0,2,3,0,0.6667000000000001,0,50,12,80,0,12,0,0,0,0,3,0,1,3.48,0,0,0,0,6,37,49,3.08,0.818,18,3,1,0,0,12,312,1,5,2,0,0,0,1,0,0,0,0,1,0,0,0,80,0
19,Rabbitohs,Liam Knight,8,Prop,50,0,0,0,0,0,0,0,34,9,71,0,38,0,0,0,0,0,9,6,3.23,0,0,0,0,0,5,14,0.56,0.897,35,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,24,24
19,Rabbitohs,Damien Cook,9,Hooker,80,0,0,0,0,0,0,0,73,9,107,0,23,0,0,0,0,1,1,4,2.99,8,104,0,1,0,109,112,12.11,0.9390000000000001,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
19,Rabbitohs,Thomas Burgess,10,Prop,50,0,0,0,0,0,0,0,33,9,75,0,41,0,0,0,0,0,9,8,2.88,0,0,0,0,1,1,11,0.11,0.889,32,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,24
