,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,0
,,,,,,,,,,0
,ROUND 18,,,,,,,,,0
,,DIN,,v,,WOL,Lillyfield Rectangle,,,0
,,XIII,,v,,CBT,Hell,,,0
,,DRU,,v,,ROX,Crack-Den Stadium,,,0
,,BOX,,v,,GUN,Fragile Stadium,,,0
,,MON,,v,,LMB,Monster Arena,,,0
,,PUN,,v,,COU,TAB Stadium,,,0
,,MIN,,v,,BWS,Lithgow Stadium,,,0
,,,,,,,,,,0
,ROUND 19,,,,,,,,,0
,,GUN,,v,,DIN,The Armoury,,,0
,,ROX,,v,,PUN,Elysium Fields,,,0
,,CBT,,v,,BOX,TWU Stadium,,,0
2,,LMB,,v,,DRU,The Meadow,,,0
,,COU,,v,,XIII,The Cage of Pain,,,0
,,BWS,,v,,MON,Bondi Beach Pavilion,,,0
,,WOL,,v,,MIN,Full Moon Stadium,,,0
,,,,,,,,,,0
,ROUND 20,,,,,,,,,0
,,BWS,,v,,DRU,Bondi Beach Pavilion,,,0
,,XIII,,v,,BOX,Hell,,,0
,,LMB,,v,,PUN,The Meadow,,,0
,,CBT,,v,,DIN,TWU Stadium,,,0
,,COU,,v,,ROX,The Cage of Pain,,,0
,,GUN,,v,,MIN,The Armoury,,,0
,,WOL,,v,,MON,Full Moon Stadium,,,0
,,,,,,,,,,0
,ROUND 21,,,,,,,,,0
,,BWS,,v,,ROX,XRL Stadium,,,0
,,BOX,,v,,DIN,XRL Stadium,,,0
,,COU,,v,,LMB,XRL Stadium,,,0
,,XIII,,v,,MIN,XRL Stadium,,,0
,,WOL,,v,,PUN,XRL Stadium,,,0
,,CBT,,v,,MON,XRL Stadium,,,0
,,GUN,,v,,DRU,XRL Stadium,,,0
,,,,,,,,,,
