Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,1 Point Field Goals,2 Point Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,Inside 10 Metres,On Report,Sin Bins,Send Offs,Stint One,Stint Two
4,Bulldogs,Nick Cotric,4,Centre,80,0,0,0,0,0,0,0,0,24,16,129,6,30,1,0,0,0,3,2,12,3.13,0,0,0,0,0,5,22,0.31,0.5,7,5,2,1,0,4,43,0,0,2,0,0,0,1,4,2,0,0,0,0,0,0,0,80,0
4,Bulldogs,Tuipulotu Katoa,5,Winger,80,0,0,0,0,0,0,0,0,9,9,76,0,36,0,0,0,0,0,2,8,3.55,0,0,0,0,1,1,10,0.11,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
4,Bulldogs,Lachlan Lewis,6,Five-Eighth,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1.0,1,0,0,0,0,2,39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
4,Bulldogs,Kyle Flanagan,7,Halfback,80,0,0,0,0,0,0,0,0,58,5,30,0,6,0,0,0,0,0,0,5,4.62,0,0,0,0,5,52,69,10.4,0.917,22,1,1,1,3,12,405,2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,80,0
4,Bulldogs,Dylan Napa,8,Prop,45,0,0,0,0,0,0,0,0,48,14,121,27,37,0,0,0,0,1,12,14,2.99,0,0,0,0,0,0,14,0,1.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,23
4,Bulldogs,Sione Katoa,9,Hooker,80,0,0,0,0,0,0,0,0,48,6,38,0,12,0,0,0,0,1,1,3,2.29,4,34,0,1,6,60,67,10,0.971,33,1,0,0,0,3,79,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,80,0
4,Bulldogs,Jack Hetherington,10,Prop,57,0,0,0,0,0,0,0,0,47,16,169,0,76,0,0,0,0,2,16,12,2.85,0,0,0,2,1,1,17,0.06,0.9640000000000001,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,0,45,11
4,Bulldogs,Adam Elliott,11,2nd,80,0,0,0,0,0,0,0,0,39,13,87,0,40,0,0,0,0,2,12,8,3.3,0,0,0,1,0,7,18,0.54,0.879,29,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
4,Bulldogs,Corey Waddell,12,2nd,80,0,0,0,0,0,0,0,0,36,11,88,0,35,0,0,0,0,0,11,10,3.67,0,0,0,1,0,3,14,0.27,0.919,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,80,0
4,Bulldogs,Renouf Atoni,13,Lock,45,0,0,0,0,0,0,0,0,52,14,129,0,63,0,0,0,0,1,13,10,3.3,0,0,0,1,0,2,15,0.14,0.914,32,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18
4,Bulldogs,Jackson Topine,14,Interchange,73,0,0,0,0,0,0,0,0,60,8,57,3,15,0,0,0,0,0,6,7,3.27,1,2,1,0,3,59,66,7.38,1.0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73,0
4,Bulldogs,Dean Britt,15,Interchange,35,0,0,0,0,0,0,0,0,37,8,72,0,34,0,0,0,0,0,8,9,3.42,0,0,0,0,4,2,11,0.25,0.8859999999999999,31,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4
4,Bulldogs,Joe Stimson,16,Interchange,16,0,0,0,0,0,0,0,0,16,4,30,0,9,0,0,0,0,0,4,4,3.19,0,0,0,0,0,5,9,1.25,0.929,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0
4,Bulldogs,Ofahiki Ogden,17,Interchange,48,0,0,0,0,0,0,0,0,39,9,90,23,29,0,0,0,0,3,8,9,3.53,0,0,0,0,1,3,12,0.33,0.92,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,0
4,Rabbitohs,Latrell Mitchell,1,Fullback,80,4,1,0,0,0,0,0,0,42,11,139,61,36,0,1,1,0,1,1,5,2.85,1,14,0,2,3,26,38,2.36,1.0,6,0,0,0,3,1,4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
4,Rabbitohs,Alex Johnston,2,Winger,80,4,1,0,0,0,0,0,0,24,9,89,57,27,0,0,0,0,2,0,10,3.3,0,0,0,0,0,1,15,0.11,1.0,2,0,0,0,2,1,12,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,80,0
4,Rabbitohs,Dane Gagai,3,Centre,80,0,0,0,0,0,0,0,0,34,15,139,0,59,0,0,0,0,1,1,13,3.02,2,22,0,0,0,2,17,0.13,0.95,19,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,80,0
4,Rabbitohs,Campbell Graham,4,Centre,80,0,0,0,0,0,0,0,0,42,14,133,0,58,0,0,0,0,3,0,11,3.35,1,14,0,2,0,4,16,0.29,0.857,18,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
4,Rabbitohs,Josh Mansour,5,Winger,80,4,1,0,0,0,0,0,0,54,19,140,3,40,1,0,0,0,8,1,17,3.56,1,10,0,0,0,1,20,0.05,0.778,7,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
4,Rabbitohs,Cody Walker,6,Five-Eighth,80,8,2,0,0,0,0,0,0,56,10,126,0,14,0,0,1,0,2,0,3,2.64,0,0,0,0,1,27,37,2.7,0.818,18,2,2,0,0,5,108,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,80,0
4,Rabbitohs,Adam Reynolds,7,Halfback,80,18,1,6,6,1,1.0,0,0,85,12,145,0,21,0,0,0,0,2,0,4,3.17,0,0,0,1,4,33,48,2.75,0.875,21,1,2,0,0,9,245,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,80,0
4,Rabbitohs,Thomas Burgess,8,Prop,48,0,0,0,0,0,0,0,0,43,17,181,20,76,0,0,0,0,0,15,16,3.39,0,0,0,0,0,0,17,0,0.935,29,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,25
4,Rabbitohs,Damien Cook,9,Hooker,65,0,0,0,0,0,0,0,0,80,9,92,0,12,2,0,2,0,2,2,4,4.29,7,72,0,0,1,102,103,11.33,0.9790000000000001,47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,65,0
4,Rabbitohs,Tevita Tatola,10,Prop,43,0,0,0,0,0,0,0,0,50,14,126,12,43,0,0,0,0,1,12,12,4.03,0,0,0,1,0,3,17,0.21,0.971,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,21
4,Rabbitohs,Keaon Koloamatangi,11,2nd,72,0,0,0,0,0,0,0,0,27,12,101,0,48,0,0,0,0,0,12,9,3.85,0,0,0,1,0,1,13,0.08,0.9129999999999999,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,72,0
4,Rabbitohs,Jaydn Su'A,12,2nd,80,0,0,0,0,0,0,0,0,44,12,105,0,44,0,0,0,0,0,8,7,3.28,0,0,0,0,0,5,13,0.42,0.97,32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
4,Rabbitohs,Cameron Murray,13,Lock,53,0,0,0,0,0,0,0,0,40,12,110,0,39,0,0,0,0,0,12,10,2.53,0,0,0,0,0,8,20,0.67,0.897,35,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25
4,Rabbitohs,Benji Marshall,14,Interchange,28,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,27,31,0,1.0,15,0,0,0,0,3,43,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,12,14
4,Rabbitohs,Mark Nicholls,15,Interchange,32,0,0,0,0,0,0,0,0,34,11,111,26,42,0,0,0,0,0,8,9,3.39,0,0,0,0,0,1,12,0.09,1.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
4,Rabbitohs,Patrick Mago,16,Interchange,17,0,0,0,0,0,0,0,0,18,4,48,15,22,0,0,0,0,0,3,3,2.97,0,0,0,0,0,0,4,0,0.9,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,7
4,Rabbitohs,Jai Arrow,17,Interchange,41,0,0,0,0,0,0,0,0,42,19,183,15,81,0,0,0,0,0,18,15,3.17,0,0,0,2,0,2,21,0.11,0.889,24,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,26,14
4,Storm,Ryan Papenhuyzen,1,Fullback,80,26,4,5,7,0,0.7143,0,0,124,26,298,92,21,2,1,1,0,10,0,15,3.68,5,42,0,3,3,26,52,1,0.5,1,0,1,0,3,1,18,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
4,Storm,George Jennings,2,Winger,80,8,2,0,0,0,0,0,0,56,22,190,58,16,1,0,0,0,5,1,18,3.81,0,0,0,0,0,2,21,0.09,0.5,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
4,Storm,Reimis Smith,3,Centre,80,0,0,0,0,0,0,0,0,23,8,84,0,9,0,0,0,0,0,0,8,3.78,0,0,0,0,0,3,10,0.38,0.895,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
4,Storm,Justin Olam,4,Centre,80,0,0,0,0,0,0,0,0,59,12,174,0,25,1,1,1,0,6,0,9,4.12,3,25,0,1,1,2,14,0.17,0.938,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
4,Storm,Josh Addo-Carr,5,Winger,80,2,0,0,0,1,1.0,0,0,48,15,204,44,37,1,0,1,0,5,1,12,3.82,0,0,0,0,0,4,18,0.27,0.8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
4,Storm,Cameron Munster,6,Five-Eighth,80,4,1,0,0,0,0,0,0,68,12,90,5,5,0,0,0,0,4,0,8,4.63,1,9,0,0,6,41,59,3.42,0.8859999999999999,31,3,1,0,1,10,273,0,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,80,0
4,Storm,Jahrome Hughes,7,Halfback,75,0,0,0,0,0,0,0,0,45,11,102,0,11,1,0,1,0,1,0,8,3.98,0,0,0,0,5,32,51,2.91,0.75,12,3,1,0,0,11,346,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,0
4,Storm,Jesse Bromwich,8,Prop,47,0,0,0,0,0,0,0,0,34,11,104,12,9,0,0,0,0,0,10,9,3.2,0,0,0,2,1,8,19,0.73,0.88,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24
4,Storm,Brandon Smith,9,Hooker,52,0,0,0,0,0,0,0,0,48,14,103,0,15,0,1,0,0,0,4,3,3.67,8,56,1,0,2,72,76,5.14,0.966,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
4,Storm,Christian Welch,10,Prop,59,0,0,0,0,0,0,0,0,52,17,179,73,12,0,0,0,0,1,12,14,3.87,0,0,0,5,0,4,23,0.24,0.8390000000000001,26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26
4,Storm,Tom Eisenhuth,11,2nd,71,0,0,0,0,0,0,0,0,41,11,96,0,12,0,0,1,0,0,9,6,3.2,0,0,0,1,0,4,13,0.36,0.912,31,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,71,0
4,Storm,Kenneath Bromwich,12,2nd,80,0,0,0,0,0,0,0,0,52,12,127,16,21,0,0,0,0,1,9,9,2.85,1,3,0,0,1,3,15,0.25,0.919,34,0,3,0,0,2,34,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
4,Storm,Nelson Asofa-Solomona,13,Interchange,39,0,0,0,0,0,0,0,0,30,14,122,0,16,0,0,0,0,0,11,7,2.69,0,0,0,2,0,3,14,0.21,0.9470000000000001,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38,0
4,Storm,Tui Kamikamica,15,Lock,60,0,0,0,0,0,0,0,0,43,16,139,0,37,0,0,0,0,1,16,15,3.27,0,0,0,0,0,0,17,0,0.9670000000000001,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,55,4
4,Storm,Chris Lewis,16,Interchange,30,0,0,0,0,0,0,0,0,26,8,98,36,16,0,0,0,0,0,5,8,3.51,0,0,0,0,0,11,19,1.38,1.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9
4,Storm,Nicho Hynes,19,Interchange,28,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,0,0.846,11,1,1,0,0,2,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
4,Storm,Trent Loiero,20,Interchange,18,0,0,0,0,0,0,0,0,9,3,40,0,7,0,0,0,0,0,1,2,3.62,1,10,0,0,0,2,4,0.67,0.833,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
4,Broncos,Jamayne Isaako,1,Fullback,80,2,0,1,1,0,1.0,0,0,24,17,111,46,11,0,0,0,0,2,0,20,3.68,1,5,0,0,3,12,35,0.71,0.8,4,1,0,0,8,1,33,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,80,0
4,Broncos,Xavier Coates,2,Winger,80,4,1,0,0,0,0,0,0,35,15,161,6,3,0,0,0,0,0,0,12,3.63,1,5,0,0,0,2,17,0.13,0.833,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
4,Broncos,Herbie Farnworth,3,Centre,80,0,0,0,0,0,0,0,0,33,13,101,0,16,0,0,0,0,2,1,13,3.67,0,0,0,0,1,2,16,0.15,0.84,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
4,Broncos,Tesi Niu,4,Centre,80,0,0,0,0,0,0,0,0,29,15,82,0,14,0,0,0,0,1,2,11,3.3,3,19,0,3,1,10,24,0.67,0.833,15,2,1,0,0,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
4,Broncos,David Mead,5,Winger,80,0,0,0,0,0,0,0,0,28,15,148,13,11,0,0,0,0,1,0,11,2.94,0,0,0,2,1,1,17,0.07,0.833,10,2,0,0,1,1,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
4,Broncos,Anthony Milford,6,Five-Eighth,80,0,0,0,0,0,0,0,0,67,14,116,0,16,0,0,0,0,2,0,3,2.39,0,0,1,2,3,35,56,2.5,0.765,13,1,3,0,0,13,545,0,0,0,1,0,1,1,2,2,1,0,0,0,0,0,0,80,0
4,Broncos,Brodie Croft,7,Interchange,25,0,0,0,0,0,0,0,0,24,2,22,0,0,1,0,0,0,1,0,1,6.08,0,0,0,0,0,7,8,3.5,0.8420000000000001,16,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
