Round,Team,Player,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,1 Point Field Goals,2 Point Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,Inside 10 Metres,On Report,Sin Bins,Send Offs,Stint One,Stint Two
5,Rabbitohs,Jacob Host,11,2nd,69,0,0,0,0,0,0,0,0,48,8,99,11,43,0,0,0,0,0,7,8,4.12,0,0,0,0,0,0,8,0,0.975,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,0
5,Rabbitohs,Jaydn Su'A,12,2nd,80,0,0,0,0,0,0,0,0,36,12,129,0,42,0,0,0,0,1,11,8,4.42,0,0,0,2,0,6,17,0.5,0.885,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Rabbitohs,Cameron Murray,13,Lock,60,0,0,0,0,0,0,0,0,50,13,125,0,48,0,0,0,0,1,11,12,3.16,0,0,0,0,1,8,20,0.62,0.8540000000000001,35,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30
5,Rabbitohs,Dean Hawkins,14,Interchange,14,0,0,0,0,0,0,0,0,8,1,11,0,4,0,0,0,0,0,0,1,2.68,0,0,0,0,1,6,10,6,0.5710000000000001,4,1,2,0,0,3,104,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
5,Rabbitohs,Mark Nicholls,15,Interchange,44,0,0,0,0,0,0,0,0,44,16,146,0,48,0,0,0,0,0,16,16,4.26,0,0,0,0,3,1,17,0.06,0.914,32,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11
5,Rabbitohs,Patrick Mago,16,Interchange,20,0,0,0,0,0,0,0,0,10,5,49,0,26,0,0,0,0,0,5,5,3.27,0,0,0,0,0,0,5,0,0.889,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
5,Rabbitohs,Jai Arrow,17,Interchange,36,0,0,0,0,0,0,0,0,31,11,97,0,38,0,0,0,0,0,11,9,3.16,0,0,0,1,1,3,15,0.27,0.96,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,35,0
5,Rabbitohs,Hame Sele,18,Reserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Broncos,Jamayne Isaako,1,Fullback,80,6,1,1,1,0,1.0,0,0,41,20,131,74,23,1,0,0,0,3,0,17,3.81,0,0,0,1,1,6,28,0.3,0.5,2,2,0,0,6,2,20,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,80,0
5,Broncos,Xavier Coates,2,Winger,80,0,0,0,0,0,0,0,0,6,12,68,0,21,0,0,0,0,1,1,11,3.51,1,0,0,1,0,2,16,0.17,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,80,0
5,Broncos,Richard Kennar,3,Centre,80,0,0,0,0,0,0,0,0,18,8,60,0,15,0,0,0,0,0,0,8,3.51,0,0,0,0,0,4,11,0.5,0.759,22,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Broncos,Tesi Niu,4,Centre,80,0,0,0,0,0,0,0,0,28,15,136,4,52,0,0,0,0,1,0,15,3.31,5,39,0,0,1,5,18,0.33,0.833,15,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Broncos,David Mead,5,Winger,80,0,0,0,0,0,0,0,0,7,9,71,3,23,0,0,0,0,0,0,9,3.97,0,0,0,0,1,1,10,0.11,0.625,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Broncos,Anthony Milford,6,Five-Eighth,80,0,0,0,0,0,0,0,0,55,6,46,0,8,0,0,0,0,4,0,3,3.11,0,0,0,2,0,20,37,3.33,0.76,19,5,1,0,0,11,418,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,80,0
5,Broncos,Tom Dearden,7,Halfback,70,0,0,0,0,0,0,0,0,41,9,87,0,9,1,0,0,0,4,0,3,3.49,1,5,0,0,1,27,35,3,0.87,20,3,0,0,1,3,128,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,70,0
5,Broncos,Matthew Lodge,8,Prop,46,0,0,0,0,0,0,0,0,46,16,154,31,45,0,0,0,0,2,13,12,2.94,0,0,0,2,0,4,19,0.25,0.9,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,16
5,Broncos,Jake Turpin,9,Hooker,80,0,0,0,0,0,0,0,0,56,4,29,0,4,0,0,0,0,0,0,3,3.59,4,29,0,0,0,89,94,22.25,0.9490000000000001,56,1,2,0,0,2,84,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,80,0
5,Broncos,Payne Haas,10,Prop,66,0,0,0,0,0,0,0,0,77,16,170,0,72,0,0,0,0,5,15,13,3.62,0,0,0,1,0,2,18,0.13,1.0,39,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,31
5,Broncos,Alex Glenn,11,2nd,80,0,0,0,0,0,0,0,0,46,7,63,0,23,0,0,0,0,1,6,6,3.41,0,0,0,0,0,5,11,0.71,0.935,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Broncos,Jordan Riki,12,2nd,66,0,0,0,0,0,0,0,0,36,10,54,5,26,0,0,0,0,0,9,8,3.81,0,0,0,2,0,3,14,0.3,0.919,34,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,48,16
5,Broncos,Tevita Pangai Junior,13,Lock,42,0,0,0,0,0,0,0,0,36,10,113,0,56,0,0,0,0,1,10,7,4.09,0,0,0,3,0,0,10,0,0.88,22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,23,18
5,Broncos,Brodie Croft,14,Interchange,10,0,0,0,0,0,0,0,0,-2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,0,0,1,0,0,0,2,45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0
5,Broncos,Thomas Flegler,15,Interchange,34,0,0,0,0,0,0,0,0,33,10,84,0,33,0,0,0,0,0,10,8,3.84,0,0,0,1,0,1,11,0.1,1.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,34,0
5,Broncos,John Asiata,16,Interchange,28,0,0,0,0,0,0,0,0,29,5,41,0,11,0,0,0,0,1,3,3,3.6,0,0,0,0,0,5,8,1,0.9570000000000001,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
5,Broncos,Ben Te'o,17,Interchange,38,0,0,0,0,0,0,0,0,17,8,72,0,24,0,0,0,0,0,8,8,3.57,0,0,0,0,0,0,8,0,0.8,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
5,Broncos,Ethan Bullemor,18,Reserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Warriors,Roger Tuivasa-Sheck,1,Fullback,80,0,0,0,0,0,0,0,0,68,30,259,70,65,0,1,0,0,6,0,27,4.05,2,17,0,2,4,16,49,0.53,0.889,8,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
5,Warriors,David Fusitu'a,2,Winger,76,0,0,0,0,0,0,0,0,25,18,153,21,55,0,0,0,0,0,0,16,3.63,0,0,0,0,0,5,23,0.28,1.0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76,0
5,Warriors,Adam Pompey,3,Centre,80,0,0,0,0,0,0,0,0,33,12,138,17,40,0,0,0,0,5,1,12,4.1,0,0,0,0,1,2,14,0.17,0.818,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Warriors,Marcelo Montoya,4,Centre,59,0,0,0,0,0,0,0,0,28,12,96,0,35,0,0,0,0,4,0,9,3.46,0,0,0,1,1,3,15,0.25,0.813,13,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,59,0
5,Warriors,Ken Maumalo,5,Winger,80,4,1,0,0,0,0,0,0,30,21,194,58,65,0,0,0,0,1,0,19,3.65,0,0,0,1,1,1,24,0.05,0.667,2,1,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,80,0
5,Warriors,Kodi Nikorima,6,Five-Eighth,80,4,0,2,2,0,1.0,0,0,51,12,87,0,13,0,0,0,0,0,0,4,3.66,1,10,0,0,8,36,52,3,0.889,24,2,1,0,0,11,316,1,4,2,0,0,2,0,1,1,0,0,0,0,0,0,0,80,0
5,Warriors,Sean O'Sullivan,7,Halfback,80,4,1,0,0,0,0,0,0,73,15,120,0,20,1,0,0,0,4,0,10,4.39,1,11,0,1,9,58,79,3.87,0.885,23,3,0,0,0,8,285,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,80,0
5,Warriors,Leeson Ah Mau,8,Prop,51,0,0,0,0,0,0,0,0,39,8,78,0,39,0,0,0,0,0,8,8,3.8,0,0,0,0,0,0,8,0,0.903,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25
5,Warriors,Wayde Egan,9,Hooker,80,0,0,0,0,0,0,0,0,49,6,38,0,9,0,0,0,0,0,0,1,2.96,6,38,0,0,5,122,126,20.33,0.958,46,1,1,0,0,2,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Warriors,Tohu Harris,10,Prop,80,0,0,0,0,0,0,0,0,61,16,114,12,39,0,0,0,0,2,12,11,3.51,0,0,0,1,4,12,25,0.75,0.873,48,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
5,Warriors,Eliesa Katoa,11,2nd,34,0,0,0,0,0,0,0,0,33,6,47,0,24,0,0,0,0,0,6,5,4.54,0,0,0,1,0,1,7,0.17,0.9259999999999999,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,11
5,Warriors,Jack Murchie,12,2nd,80,0,0,0,0,0,0,0,0,53,10,106,0,35,1,0,1,0,0,9,7,3.84,0,0,0,1,0,1,11,0.1,0.93,40,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
5,Warriors,Jazz Tevaga,13,Lock,57,0,0,0,0,0,0,0,0,70,16,145,0,48,0,0,0,0,0,16,12,3.25,0,0,0,3,0,6,23,0.38,0.85,51,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27
5,Warriors,Ben Murdoch-Masila,14,Interchange,46,0,0,0,0,0,0,0,0,27,9,76,0,38,0,0,0,0,0,9,9,3.78,0,0,0,0,1,0,9,0,1.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
5,Warriors,Tom Ale,15,Interchange,23,0,0,0,0,0,0,0,0,19,10,89,0,39,0,0,0,0,0,10,9,4.18,0,0,0,1,0,0,11,0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
5,Warriors,Kane Evans,16,Interchange,32,0,0,0,0,0,0,0,0,27,9,104,70,27,0,0,0,0,1,5,6,3.85,0,0,0,2,0,1,11,0.11,0.9329999999999999,14,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,28,3
5,Warriors,Josh Curran,17,Reserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Warriors,Paul Turner,20,Interchange,21,0,0,0,0,0,0,0,0,12,2,16,0,5,0,0,0,0,1,0,2,2.68,0,0,0,0,0,0,2,0,0.909,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
5,Sea Eagles,Dylan Walker,1,Fullback,55,0,0,0,0,0,0,0,0,14,8,74,3,18,0,0,0,0,2,0,7,3.39,1,20,0,0,2,14,24,1.75,0.5,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,54,0
5,Sea Eagles,Jason Saab,2,Winger,80,4,1,0,0,0,0,0,0,18,11,81,0,18,1,0,0,0,0,2,12,3.84,0,0,0,0,0,5,22,0.45,1.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,80,0
5,Sea Eagles,Brad Parker,3,Centre,80,0,0,0,0,0,0,0,0,25,14,100,0,40,0,0,0,0,2,0,14,3.61,0,0,0,0,0,0,13,0,0.7390000000000001,17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,0
5,Sea Eagles,Morgan Harper,4,Centre,80,0,0,0,0,0,0,0,0,27,11,69,0,27,0,1,0,0,4,1,9,4.1,0,0,0,0,0,4,17,0.36,0.7390000000000001,17,5,1,1,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
5,Sea Eagles,Reuben Garrick,5,Winger,80,4,0,2,2,0,1.0,0,0,38,18,171,86,56,0,1,0,0,3,2,19,3.39,0,0,0,0,0,4,22,0.22,0.778,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Sea Eagles,Kieran Foran,6,Five-Eighth,80,0,0,0,0,0,0,0,0,47,9,84,0,12,1,0,0,0,0,0,3,4.08,0,0,0,0,2,25,35,2.78,0.9640000000000001,27,0,1,0,0,6,173,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,80,0
5,Sea Eagles,Daly Cherry-Evans,7,Halfback,80,1,0,0,0,0,0,1,0,93,8,69,0,19,0,0,2,0,3,1,7,4.37,0,0,0,0,2,23,51,2.88,0.971,34,1,0,0,0,19,630,1,5,3,0,0,1,0,1,1,0,0,0,0,0,0,0,80,0
5,Sea Eagles,Taniela Paseka,8,Prop,42,0,0,0,0,0,0,0,0,56,12,119,20,45,0,1,0,0,2,11,7,3.96,0,0,0,4,0,0,12,0,0.9690000000000001,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,18
5,Sea Eagles,Lachlan Croker,9,Hooker,80,0,0,0,0,0,0,0,0,52,7,30,0,11,0,0,0,0,1,3,3,5.61,3,17,0,1,3,120,127,17.14,0.9790000000000001,46,1,0,0,2,1,58,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,80,0
5,Sea Eagles,Martin Taupau,10,Interchange,52,0,0,0,0,0,0,0,0,57,17,145,0,59,0,0,0,0,2,16,14,3.37,0,0,0,2,0,2,18,0.12,0.897,35,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,14
5,Sea Eagles,Jack Gosiewski,11,2nd,16,0,0,0,0,0,0,0,0,15,3,21,0,3,0,0,0,0,0,2,2,4.52,0,0,0,0,0,1,3,0.33,1.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
5,Sea Eagles,Josh Schuster,12,2nd,80,4,1,0,0,0,0,0,0,69,12,91,0,29,0,0,0,0,4,10,7,4.32,0,0,1,1,0,9,20,0.75,0.9440000000000001,34,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
5,Sea Eagles,Jake Trbojevic,13,Lock,80,0,0,0,0,0,0,0,0,55,15,121,0,41,0,0,0,0,1,13,11,2.69,0,0,0,0,1,12,26,0.8,0.941,48,2,1,0,0,1,9,0,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,80,0
5,Sea Eagles,Toafofoa Sipley,15,Interchange,18,0,0,0,0,0,0,0,0,24,9,101,38,32,0,0,0,0,2,7,9,3.27,0,0,0,0,0,1,10,0.11,0.727,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4
5,Sea Eagles,Sean Keppie,16,Interchange,52,0,0,0,0,0,0,0,0,20,10,68,7,22,0,0,0,0,0,9,9,4s,0,0,0,1,0,1,11,0.1,0.706,24,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,51,0
5,Sea Eagles,Josh Aloiai,17,Prop,61,0,0,0,0,0,0,0,0,52,16,160,19,65,0,0,0,0,0,15,15,3.4,0,0,0,0,0,2,18,0.13,0.872,34,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26
5,Sea Eagles,Tevita Funa,18,Interchange,25,0,0,0,0,0,0,0,0,17,8,87,16,32,1,0,0,0,1,1,7,3.03,0,0,0,0,0,2,12,0.25,0.5,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25,0
5,Sea Eagles,Zac Saddler,19,Reserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Panthers,Stephen Crichton,1,Fullback,80,0,0,0,0,0,0,0,0,30,14,125,85,30,0,1,1,0,4,0,14,5.51,0,0,0,0,1,10,26,0.71,0.5,2,2,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,80,0
5,Panthers,Charlie Staines,2,Winger,80,8,2,0,0,0,0,0,0,41,10,104,19,17,2,0,0,0,1,0,6,3.13,0,0,0,1,0,8,19,0.8,0.667,2,0,1,0,0,1,12,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,80,0
5,Panthers,Paul Momirovski,3,Centre,80,0,0,0,0,0,0,0,0,49,18,149,19,28,0,1,1,0,6,0,13,3.86,0,0,0,1,0,4,23,0.22,0.846,11,2,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,80,0
5,Panthers,Matt Burton,4,Centre,80,4,1,0,0,0,0,0,0,37,15,135,0,35,1,0,0,0,1,0,12,3.65,0,0,0,0,0,5,19,0.33,0.85,17,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,0
5,Panthers,Brian To'o,5,Winger,80,0,0,0,0,0,0,0,0,52,22,254,16,81,1,0,0,0,6,0,19,3.3,0,0,0,2,0,0,18,0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Panthers,Jarome Luai,6,Five-Eighth,80,4,1,0,0,0,0,0,0,61,7,43,0,1,0,1,1,0,2,0,1,2.6,0,0,0,1,1,41,48,5.86,0.935,29,1,1,0,0,4,110,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Panthers,Nathan Cleary,7,Halfback,80,14,1,5,5,0,1.0,0,0,93,13,150,0,18,0,0,0,0,2,0,6,3.52,0,0,0,0,10,49,71,3.77,0.708,17,3,4,1,2,15,547,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,80,0
5,Panthers,Moses Leota,8,Prop,19,0,0,0,0,0,0,0,0,17,5,42,0,16,0,0,0,0,0,4,4,4.29,0,0,0,0,0,1,6,0.2,0.938,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,19,0
5,Panthers,Mitch Kenny,9,Hooker,80,0,0,0,0,0,0,0,0,50,3,28,0,6,0,0,0,0,1,0,1,2.96,3,28,0,0,3,107,109,35.67,0.875,49,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
5,Panthers,James Fisher-Harris,10,Prop,51,0,0,0,0,0,0,0,0,57,18,168,0,57,0,0,0,0,6,17,13,3.02,0,0,0,2,1,5,22,0.28,0.893,25,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27,23
5,Panthers,Viliame Kikau,11,2nd,58,0,0,0,0,0,0,0,0,31,6,90,0,33,1,0,0,0,2,6,6,4.47,0,0,0,0,0,0,8,0,0.8390000000000001,26,5,0,0,0,1,13,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,58,0
5,Panthers,Kurt Capewell,12,2nd,70,0,0,0,0,0,0,0,0,32,7,60,0,23,0,1,0,0,1,7,5,3.1,0,0,0,1,0,1,10,0.14,0.8,28,4,3,0,0,1,21,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,70,0
5,Panthers,Isaah Yeo,13,Lock,62,0,0,0,0,0,0,0,0,45,11,96,0,31,0,0,0,0,0,10,10,3.56,0,0,0,0,1,9,20,0.82,0.95,38,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,51,9
5,Panthers,Tyrone May,14,Interchange,32,0,0,0,0,0,0,0,0,22,1,12,0,6,0,0,0,0,0,1,1,3.12,0,0,0,0,0,7,8,7,0.9129999999999999,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0
5,Panthers,Spencer Leniu,15,Interchange,25,0,0,0,0,0,0,0,0,44,14,200,52,41,1,0,0,0,4,11,11,3.73,0,0,0,0,0,1,15,0.07,0.833,10,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,4
5,Panthers,Matthew Eisenhuth,16,Interchange,32,0,0,0,0,0,0,0,0,28,9,83,0,24,0,0,0,0,0,9,8,4.06,0,0,0,1,0,1,10,0.11,0.9520000000000001,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
5,Panthers,Liam Martin,17,Interchange,51,0,0,0,0,0,0,0,0,27,12,127,43,36,0,0,0,0,1,8,11,3.52,0,0,0,0,0,1,13,0.08,0.7829999999999999,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21
5,Panthers,Jaeman Salmon,21,Reserve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Raiders,Charnze Nicoll-Klokstad,1,Fullback,23,0,0,0,0,0,0,0,0,5,5,40,6,9,0,0,0,0,0,0,4,3.12,0,0,0,0,0,6,11,1.2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
5,Raiders,Bailey Simonsson,2,Winger,80,0,0,0,0,0,0,0,0,25,16,143,37,34,0,0,0,0,2,0,16,3.71,1,6,0,0,0,2,18,0.13,0.833,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
